YEAR,IP_ID,AR_ID,PD,PD_POOL,DFLT_FLAG,DEBT_RATIO,DPD,M_LAST_DPD,non_null_count
2022,KLI898,35057072,1.34195518504e-05,1.0,0,0.845077478411517,,,4.0
2022,ZUU152,18017778,1.7691027201e-06,1.0,0,0.283988768002464,,,4.0
2022,JQF170,96904079,9.4671672941e-06,1.0,0,0.670830522690538,,,4.0
2022,RMD957,53755656,7.818977486e-07,1.0,0,0.764156644985249,,,4.0
2022,TXG964,64078813,2.4468531039e-06,1.0,0,0.816744070716343,,,4.0
2022,WJI132,32636967,3.8527304775e-06,1.0,0,1.0,,,4.0
2022,OPE410,99211895,,,0,,,,
2022,KOQ036,24691124,2.5049006629e-06,1.0,0,0.272813727684392,,,4.0
2022,WVU088,87931818,6.264200444e-07,1.0,0,0.0838053402601088,,,4.0
2022,SMY064,28954832,2.244920876e-07,1.0,0,0.573873023598883,,,4.0
2022,HYT525,60795034,0.909511299821222,5.0,1,0.117939748639775,96.0,7.0,6.0
2022,WXI082,33397994,1.909802723e-07,1.0,0,0.200508928526697,,,4.0
2022,FCV232,4150976,5.7865206835e-06,1.0,0,0.958408290531686,,,4.0
2022,SMI279,78833755,0.998459526245718,5.0,1,,32.0,3.0,5.0
2022,XHZ068,59438073,1.1035970489e-06,1.0,0,0.543782547800373,,,4.0
2022,EXJ232,39969801,1.03168782667e-05,1.0,0,0.803517307202145,,,4.0
2022,QDZ344,76222962,3.7629285857e-06,1.0,0,0.251435458408679,,,4.0
2022,KHR644,9638110,7.4530154832e-06,1.0,0,0.776033495276343,,,4.0
2022,DCG979,43583324,5.657182411e-07,1.0,0,0.716797332591504,,,4.0
2022,RAZ905,1842957,2.8602057978e-06,1.0,0,0.0736684935274436,,,4.0
2022,VQF355,41935251,,,0,,,,
2022,AQX449,18644399,5.148221987e-07,1.0,0,0.0822446542291803,,,4.0
2022,ZFG062,26749062,1.7189459176e-06,1.0,0,0.179365460083485,,,4.0
2022,FWU607,4429484,3.186052026e-07,1.0,0,0.084524876055106,,,4.0
2022,LZK707,49324184,2.5595827469e-06,1.0,0,0.0704425875518287,,,4.0
2022,LYY034,10070835,6.170394099e-07,1.0,0,0.227597110393769,,,4.0
2022,LYZ714,17604840,2.20656257214e-05,1.0,0,0.560495146273053,,,4.0
2022,LMW966,56547801,1.3513361861e-06,1.0,0,0.162577411644584,,,4.0
2022,TOV710,29923160,1.48870892882e-05,1.0,0,1.0,,,4.0
2022,UFB895,6162356,1.20932858218e-05,1.0,0,0.0761852127454217,,,4.0
2022,AXR277,76881006,0.87079588308421,5.0,1,0.400817623906385,1.0,8.0,6.0
2022,RFN012,42221447,6.826496115e-07,1.0,0,0.807525687544964,,,4.0
2022,RTH822,48588518,,,1,,,,
2022,XKB662,35982097,0.0135823324522687,4.0,1,0.0439123677299946,2.0,12.0,6.0
2022,IGU928,63967549,,,0,,,,
2022,FNI619,41577760,1.1267242915e-06,1.0,0,0.387210352745169,,,4.0
2022,KCW276,54435548,1.67687029e-07,1.0,0,0.616041198250936,,,4.0
2022,NXT275,50254034,4.469723045e-06,1.0,0,0.55858272364085,,,4.0
2022,NQW354,86602917,1.8688236959e-06,1.0,0,0.180677500739723,,,4.0
2022,GGK989,14363531,6.2837860134e-06,1.0,0,0.491753649989054,,,4.0
2022,VEG118,32269484,0.995125588160091,5.0,1,0.137571460904711,97.0,6.0,6.0
2022,LVK577,30461458,7.06383936e-07,1.0,0,1.0,,,4.0
2022,USB491,52818600,2.369258913e-07,1.0,0,0.725955940314467,,,4.0
2022,SEE176,69890166,2.94447204e-07,1.0,0,0.135295641462066,,,4.0
2022,LSD686,42304159,1.7391646072e-06,1.0,0,,,,
2022,UCP750,91323511,0.685604769092722,5.0,1,0.688420703871483,1.0,6.0,6.0
2022,BHI898,67570540,1.59499587598e-05,1.0,0,0.606381977964563,,,4.0
2022,PWW095,12769733,3.572050908e-07,1.0,0,0.109974792555617,,,4.0
2022,LFI084,97085662,1.021996294e-07,1.0,0,0.0468998829648867,,,4.0
2022,BKG700,97025194,0.867104909229456,5.0,1,0.84368451123003,1.0,8.0,6.0
2022,GCK775,33340174,7.323513634e-07,1.0,0,0.236722941656212,,,4.0
2022,LCL666,26962273,5.8607828107e-06,1.0,0,0.808100012911297,,,4.0
2022,NSR147,6585151,5.549008417e-07,1.0,0,0.278427616625102,,,4.0
2022,NNP243,24034352,1.323042496e-07,1.0,0,0.529817152411057,,,4.0
2022,REK097,66372961,5.733176048e-07,1.0,0,0.150209323209811,,,4.0
2022,KGQ983,14633756,5.4656000036e-06,1.0,0,0.966718958739408,,,4.0
2022,GOX881,52029147,8.289252919e-07,1.0,0,1.0,,,4.0
2022,PBJ217,97790381,4.7658951595e-06,1.0,0,0.0507683502076093,,,4.0
2022,XYH970,50699518,2.3171139511e-06,1.0,0,0.170504098377213,,,4.0
2022,TKX489,14150825,1.1088639045e-06,1.0,0,0.529140999441361,,,4.0
2022,GMY770,54848555,2.504355926e-07,1.0,0,0.017604830802626,,,4.0
2022,UXC274,67937377,3.474400949e-07,1.0,0,0.763471755668761,,,4.0
2022,SWT676,97218156,2.199277741e-07,1.0,0,0.25451302901148,,,4.0
2022,KCK887,40394009,4.548734902e-07,1.0,0,0.201393832431949,,,4.0
2022,GDB079,70660835,0.528557561157991,5.0,1,0.549799829561239,1.0,9.0,6.0
2022,SIQ563,60465004,2.854342836e-07,1.0,0,0.206631998183918,,,4.0
2022,NYS060,1458257,1.1196236652e-06,1.0,0,0.075530133053093,,,4.0
2022,NJV405,54399015,7.852520924e-07,1.0,0,0.2052681804231,,,4.0
2022,QQO596,80497202,1.2526307946e-06,1.0,0,0.983038034379375,,,4.0
2022,ASB608,22332720,,,0,,,,
2022,DRF079,96684686,5.791739652e-07,1.0,0,0.220730065151438,,,4.0
2022,ZPF391,67884391,4.9341153312e-06,1.0,0,0.158583691547456,,,4.0
2022,SXW179,75274702,4.329436664e-07,1.0,0,0.734815403594216,,,4.0
2022,UWH766,78993568,2.75853203202e-05,1.0,0,0.950363929459126,,,4.0
2022,FKX711,65426050,3.304991149e-07,1.0,0,,,,
2022,OBU438,65781290,2.0425736567e-06,1.0,0,1.0,,,4.0
2022,ZOE413,26068011,2.550441064e-06,1.0,0,0.161863827664546,,,4.0
2022,AXT919,19896876,4.139492457e-07,1.0,0,0.0773100995571668,,,4.0
2022,HMB855,81225211,2.8177752325e-06,1.0,0,0.53211225504561,,,4.0
2022,YBL211,80581347,1.8618715624e-06,1.0,0,1.0,,,4.0
2022,KED770,75026013,2.604604447e-07,1.0,0,0.291072495054016,,,4.0
2022,GTJ835,83433542,3.6734710521e-06,1.0,0,0.129646729813555,,,4.0
2022,AGF030,51756586,3.900925333e-07,1.0,0,0.834999437775658,,,4.0
2022,MAG851,29920427,1.959103881e-07,1.0,0,0.0823933672708277,,,4.0
2022,JCD145,15961979,0.920496439637482,5.0,1,0.629845488148166,2.0,6.0,6.0
2022,WOZ452,98846839,0.685983751698203,5.0,1,0.145633691165553,1.0,8.0,6.0
2022,AAS710,11575672,2.5911315094e-06,1.0,0,1.0,,,4.0
2022,ORL974,29701845,1.028346113e-07,1.0,0,0.11498168512159,,,4.0
2022,ZBU802,92259762,2.4419643961e-06,1.0,0,0.636691160712842,,,4.0
2022,ATU225,92061366,1.68805589811e-05,1.0,0,0.293972982893544,,,4.0
2022,YOM809,60155704,0.528789381170013,5.0,1,0.124424680652191,97.0,8.0,6.0
2022,ORY045,65042813,3.4771125476e-06,1.0,0,,,,
2022,WME549,54542690,0.974791078589209,5.0,1,0.249294278337977,1.0,4.0,6.0
2022,XUH024,39138788,9.736159238e-07,1.0,0,0.670068454812215,,,4.0
2022,PDS029,33601666,1.35668527122e-05,1.0,0,0.946139203985906,,,4.0
2022,VDL644,32308198,5.56691007e-07,1.0,0,0.096815260617162,,,4.0
2022,VQR275,9278008,5.7818508495e-06,1.0,0,1.0,,,4.0
2022,HZR996,89295040,1.70770509853e-05,1.0,0,0.802760292343032,,,4.0
2022,BKV624,90366491,0.827048239089076,5.0,1,0.988270830244792,23.0,6.0,6.0
2022,KMJ932,11057512,8.012885467e-07,1.0,0,0.657388633335906,,,4.0
2022,GTW605,21837902,4.285504659e-07,1.0,0,0.974961649618494,,,4.0
2022,OBQ355,19690645,2.511511621e-07,1.0,0,0.193264220316208,,,4.0
2022,XXW912,59490817,0.850637531344123,5.0,1,0.951624468897304,,,4.0
2022,SEX123,7717031,2.7550079425e-06,1.0,0,0.235664299082489,,,4.0
2022,TBQ598,45550237,7.374026439e-07,1.0,0,0.220164338803521,,,4.0
2022,MNT033,30020597,2.8677043046e-05,1.0,0,1.0,,,4.0
2022,UAC133,89896064,0.649744279499562,5.0,1,0.70735401790024,,,4.0
2022,CHX102,43245748,7.09800741e-07,1.0,0,0.128695585055743,,,4.0
2022,DCW718,9414973,3.971053874e-07,1.0,0,0.15575741080419,,,4.0
2022,XKJ212,40984981,1.0139139823e-06,1.0,0,,,,3.0
2022,ROF736,12131991,3.318923915e-07,1.0,0,0.958036683285041,,,4.0
2022,FTD058,62824452,7.6768364783e-06,1.0,0,0.33997446428221,,,4.0
2022,DUV780,16527747,7.305480283e-07,1.0,0,0.136186578158839,,,4.0
2022,MGP857,82895981,3.9381631997e-06,1.0,0,0.0928729881541355,,,4.0
2022,FEF254,26580251,1.3981641746e-06,1.0,0,0.0742037871719027,,,4.0
2022,NCR505,34654859,1.2093654682e-06,1.0,0,0.0854295738934829,,,4.0
2022,XCO643,26888704,5.571282066e-07,1.0,0,0.198244251468572,,,4.0
2022,GJL473,72741963,1.6226864959e-06,1.0,0,0.137476781937061,,,4.0
2022,KMT943,95553369,6.9465257584e-06,1.0,0,0.810926686135608,,,4.0
2022,KJR644,50497533,0.987390219602779,5.0,1,0.083323600330583,1.0,4.0,6.0
2022,UTH823,97327809,1.198444447e-07,1.0,0,0.0220774798624403,,,4.0
2022,DBJ994,61881921,2.605955073e-07,1.0,0,0.209635020334594,,,4.0
2022,KSR991,64511777,3.624481639e-07,1.0,0,0.833428717418915,,,4.0
2022,SYN964,97350054,7.164410536e-06,1.0,0,0.302493409646809,,,4.0
2022,LRQ262,76018731,3.744408535e-07,1.0,0,0.222896837312686,,,4.0
2022,ONQ211,48851938,0.982073232764449,5.0,1,0.0324911581718652,13.0,2.0,6.0
2022,VGG138,39953031,1.457592502e-07,1.0,0,0.153217023284021,,,4.0
2022,WSI128,68248243,4.265713301e-07,1.0,0,0.316750569050923,,,4.0
2022,ISJ715,53431060,9.96199279e-08,1.0,0,0.207875285468877,,,4.0
2022,WCV126,50233659,1.4112687712e-06,1.0,0,0.205130764885723,,,4.0
2022,VSP543,84642036,4.662542771e-07,1.0,0,0.524281330166245,,,4.0
2022,UHF686,88709904,3.6270194382e-06,1.0,0,0.0175465987962489,,,4.0
2022,OBR471,79359896,2.1263686676e-06,1.0,0,0.801096210138071,,,4.0
2022,BGX909,73247118,2.9085658603e-06,1.0,0,0.0778060397508742,,,4.0
2022,ZKI695,38442208,7.083828356e-07,1.0,0,0.260705858692167,,,4.0
2022,QJV623,86970569,1.85231995955e-05,1.0,0,0.69172795911082,,,4.0
2022,SYU410,37661236,1.447160139e-07,1.0,0,0.038527606360443,,,4.0
2022,CIL511,72961827,8.4831546186e-06,1.0,0,0.997976215243606,,,4.0
2022,VNA729,27795470,1.827303542e-07,1.0,0,0.191275899804376,,,4.0
2022,QWS049,43675169,2.16552525345e-05,1.0,0,0.770681713851908,,,4.0
2022,ZFH515,88425323,5.025243471e-07,1.0,0,0.235002422617401,,,4.0
2022,MGL564,63261257,1.701223513e-07,1.0,0,0.247073171184493,,,4.0
2022,QTS514,20722969,3.2003062555e-06,1.0,0,0.23562097042361,,,4.0
2022,UUM151,97581964,1.06051285e-07,1.0,0,0.0742794321872816,,,4.0
2022,UYX259,33571615,7.1068727825e-06,1.0,0,1.0,,,4.0
2022,GWB440,56021332,1.8569148486e-06,1.0,0,0.494934529358416,,,4.0
2022,MZM277,34351978,1.2275778605e-05,1.0,0,0.170923104584104,,,4.0
2022,JEU743,20775774,2.326759396e-07,1.0,0,0.0820436337886834,,,4.0
2022,QZY230,32015837,5.412886514e-07,1.0,0,0.529706766734876,,,4.0
2022,RBC869,33414228,9.2330663075e-06,1.0,0,0.58139527728358,,,4.0
2022,XKC629,65073717,6.2693254266e-06,1.0,0,0.859793591756216,,,4.0
2022,ZHI135,18450539,4.619224543e-07,1.0,0,0.446130143195274,,,4.0
2022,XPM401,45621822,1.4150246574e-06,1.0,0,0.86617543203614,,,4.0
2022,MSF823,13017876,1.4997648844e-06,1.0,0,0.0815199418380406,,,4.0
2022,RFP014,73546842,0.969932582623115,5.0,1,0.1203976550609,3.0,5.0,6.0
2022,PBR743,71397543,4.739750898e-07,1.0,0,0.841441845206689,,,4.0
2022,UKO086,81885042,3.641530694e-07,1.0,0,0.115581553876553,,,4.0
2022,OIA119,81153352,4.9993036266e-06,1.0,0,0.113321622584069,,,4.0
2022,ZOX854,76581684,2.548128325e-07,1.0,0,0.0739794918597178,,,4.0
2022,DYU876,46894728,5.132774239e-07,1.0,0,0.705292382045151,,,4.0
2022,DYN129,23733269,1.2585016534e-06,1.0,0,0.635561214563965,,,4.0
2022,BRY671,13024638,0.0199413471338026,4.0,1,0.679774037698675,1.0,12.0,6.0
2022,MVS468,26306577,6.39121318e-07,1.0,0,0.50941507453151,,,4.0
2022,VXL883,11512361,9.389969717e-06,1.0,0,0.158053279228144,,,4.0
2022,RPE505,67648441,2.1174180337e-06,1.0,0,0.800139675955958,,,4.0
2022,OQH523,10742489,3.0574792831e-06,1.0,0,0.0675568072950471,,,4.0
2022,LTB972,88449296,3.5061861975e-06,1.0,0,0.140799330216572,,,4.0
2022,KEY617,96163973,6.2537449451e-06,1.0,0,0.722418865056559,,,4.0
2022,XLP938,93428053,2.1531254152e-06,1.0,0,,,,
2022,HRW623,27562521,1.53929636702e-05,1.0,0,0.983227072810299,,,4.0
2022,PKR546,4337909,1.1891520697e-06,1.0,0,0.129321908052731,,,4.0
2022,UPQ625,28296231,5.9666971228e-06,1.0,0,0.186896041037991,,,4.0
2022,IBP665,49229509,4.29475279e-07,1.0,0,0.130530855310573,,,4.0
2022,UAM865,11535796,0.333881671643241,5.0,1,0.0941947942472973,106.0,8.0,6.0
2022,FUR066,32035448,1.5077438382e-06,1.0,0,0.160884092815561,,,4.0
2022,DMP800,42074810,6.402128432e-07,1.0,0,0.15806971981578,,,4.0
2022,HMQ065,64065465,1.207670925e-06,1.0,0,0.500063770656635,,,4.0
2022,TUP652,67687652,1.99855843312e-05,1.0,0,1.0,,,4.0
2022,TDY337,31767494,7.8183270431e-06,1.0,0,0.810326121297886,,,4.0
2022,UMV564,58031013,5.717778137e-07,1.0,0,0.939244237001468,,,4.0
2022,SIR244,70097680,5.0078105578e-06,1.0,0,0.219265335616946,,,4.0
2022,EUX278,63248867,6.233479369e-07,1.0,0,0.138477144222702,,,4.0
2022,QKO854,72474211,3.2352367554e-06,1.0,0,0.754935465859802,,,4.0
2022,QNT301,15792719,1.2548247792e-06,1.0,0,0.102746797550208,,,4.0
2022,RZX283,78514765,2.5821845456e-06,1.0,0,0.322794434090943,,,4.0
2022,JVM204,19549444,6.2083836979e-06,1.0,0,0.0471303854516548,,,4.0
2022,POW441,91503770,6.074760614e-07,1.0,0,0.918375711637855,,,4.0
2022,CER643,3893929,1.6476834255e-06,1.0,0,0.3302418316381,,,4.0
2022,EMT802,92507801,1.02304175557e-05,1.0,0,0.163633881023708,,,4.0
2022,NXT483,56619641,0.237621694732327,5.0,1,0.195750413522367,1.0,7.0,6.0
2022,SRW587,53452186,,,0,,,,
2022,OHO593,14049869,3.8727371544e-06,1.0,0,0.113458236313292,,,4.0
2022,EIR493,99123377,2.032368195e-07,1.0,0,0.0986324442136506,,,4.0
2022,AXL165,40272937,0.872351744652358,5.0,1,0.408299715686145,29.0,8.0,6.0
2022,TFG482,34634744,6.3200991682e-06,1.0,0,0.547264790427943,,,4.0
2022,QTH678,14929475,0.0934287496180375,5.0,1,0.138846020882788,4.0,9.0,6.0
2022,RRR977,13541057,1.4102714621e-06,1.0,0,0.211753255106706,,,4.0
2022,WVJ281,79795948,0.882943810813826,5.0,1,0.777136491373803,2.0,8.0,6.0
2022,SHQ846,76839403,3.5550753744e-06,1.0,0,0.321857560212853,,,4.0
2022,GMM851,28098583,2.2005819721e-06,1.0,0,0.0476759458171029,,,4.0
2022,KFU539,37232351,1.868318509e-07,1.0,0,0.310815657469924,,,4.0
2022,HNQ438,98420018,2.875007051e-07,1.0,0,0.804723030054138,,,4.0
2022,QOK333,49512452,0.882018139884813,5.0,1,0.233886588318136,,,4.0
2022,CIV383,41839506,1.62572641208e-05,1.0,0,0.550825737233364,,,4.0
2022,KYD065,43194026,5.2966122642e-06,1.0,0,0.404663496496473,,,4.0
2022,ZUX219,66516424,6.121894139e-07,1.0,0,0.297308475537018,,,4.0
2022,UPD009,82165403,2.53738126487e-05,1.0,0,0.859336560277362,,,4.0
2022,PLP683,27504185,2.1977631861e-06,1.0,0,0.0637870939130169,,,4.0
2022,YEH161,86043919,5.2184782859e-06,1.0,0,0.18722308134499,,,4.0
2022,YBQ310,71117313,6.6139783754e-06,1.0,0,0.232812276252297,,,4.0
2022,VTB640,93506511,3.996097551e-07,1.0,0,0.456458610371714,,,4.0
2022,XAO250,1380262,1.0118716836e-06,1.0,0,0.727289738092634,,,4.0
2022,GFY854,69925664,,,0,,,,
2022,EGK676,50531323,2.1344696183e-06,1.0,0,0.170353092952962,,,4.0
2022,VKP684,54447819,3.203982926e-07,1.0,0,0.521472275353261,,,4.0
2022,SVA109,37275586,5.584521857e-07,1.0,0,0.207808465870351,,,4.0
2022,OAQ351,313594,0.996252609218481,5.0,1,0.0228975488444971,4.0,3.0,6.0
2022,FKH064,68888446,1.9022363216e-06,1.0,0,0.107399851334692,,,4.0
2022,UIN841,4226689,7.171320337e-07,1.0,0,0.135883641685025,,,4.0
2022,IQP443,81367244,0.813108445106837,5.0,1,0.0818368370243142,5.0,5.0,6.0
2022,KUW077,17554086,1.583874178e-07,1.0,0,0.12810441283141,,,4.0
2022,KTU536,35417849,1.0990286477e-06,1.0,0,0.096339381871608,,,4.0
2022,FFR160,77084672,6.7709132894e-06,1.0,0,0.77264786986133,,,4.0
2022,YDS333,13785325,8.169879103e-07,1.0,0,0.255882183774374,,,4.0
2022,PYG535,93304679,8.2986943054e-06,1.0,0,0.0216812926556684,,,4.0
2022,WJD512,63043812,8.6489974074e-06,1.0,0,0.898065614433461,,,4.0
2022,TJM188,29426433,4.234253877e-07,1.0,0,0.176137527447474,,,4.0
2022,PVO264,51231025,1.2505242237e-06,1.0,0,0.271263492405501,,,4.0
2022,ZQT695,56161647,4.801693108e-07,1.0,0,0.651219198949799,,,4.0
2022,CFM323,77530263,2.858372027e-07,1.0,0,0.116738297095162,,,4.0
2022,OQC749,88622317,6.25706815e-07,1.0,0,0.846038507020409,,,4.0
2022,IWK346,47947243,1.7390107377e-06,1.0,0,0.59657149276339,,,4.0
2022,VUP859,55714523,3.19985176e-06,1.0,0,0.181659906993876,,,4.0
2022,GJM360,97134443,1.462695978e-07,1.0,0,0.0446087092992765,,,4.0
2022,FDM225,1103669,2.58806569559e-05,1.0,0,0.69459162638282,,,4.0
2022,YTU943,15699778,6.487470082e-07,1.0,0,0.12729156842992,,,4.0
2022,FGS527,20096341,4.52257024e-07,1.0,0,0.528238848927432,,,4.0
2022,UJQ208,73064678,0.890895463694094,5.0,1,0.319970479654817,24.0,7.0,6.0
2022,AYS720,66375200,4.8463827184e-06,1.0,0,0.100848999005635,,,4.0
2022,BUE498,6235842,6.684961161e-07,1.0,0,0.0976907836800655,,,4.0
2022,YZE610,30654704,2.19689569158e-05,1.0,0,0.767557503454134,,,4.0
2022,UWH593,17520012,1.7321277964e-06,1.0,0,0.581913836376547,,,4.0
2022,JOY477,4793417,3.6405560696e-06,1.0,0,0.167824816750674,,,4.0
2022,ZVE649,93682313,9.3097537961e-06,1.0,0,1.0,,,4.0
2022,GFM148,92961074,1.1681563062e-06,1.0,0,0.85220376903525,,,4.0
2022,KGC030,82879120,1.07075221705e-05,1.0,0,1.0,,,4.0
2022,QBC978,39231548,1.790997663e-07,1.0,0,0.283873983617435,,,4.0
2022,UOV367,37031527,9.4209586537e-06,1.0,0,0.959141258118722,,,4.0
2022,MMO416,83956679,9.847855207e-07,1.0,0,0.123743596012179,,,4.0
2022,ZJO378,3023851,0.521670881473956,5.0,1,0.611819256923183,1.0,6.0,6.0
2022,VJJ650,71107595,6.154069453e-07,1.0,0,0.0710722081964243,,,4.0
2022,KVT024,6443871,8.9618747532e-06,1.0,0,0.0724348470793973,,,4.0
2022,LNG232,69444207,5.228199788e-06,1.0,0,0.651294018574882,,,4.0
2022,XJB248,36238989,5.868824566e-07,1.0,0,0.0777523925835476,,,4.0
2022,UKC763,25540351,3.250083303e-07,1.0,0,0.245416837052447,,,4.0
2022,KTZ121,47118467,4.8797292502e-06,1.0,0,0.302014459390917,,,4.0
2022,VPX624,88481003,6.657152914e-07,1.0,0,0.668016014909826,,,4.0
2022,KWK526,24348728,1.938758142e-07,1.0,0,0.0845578904442576,,,4.0
2022,WDC749,78044089,0.83588907406391,5.0,1,0.955267557211893,22.0,7.0,6.0
2022,RIU017,78314347,2.49241092255e-05,1.0,0,0.88028691297052,,,4.0
2022,XPS707,53121265,2.7471881304e-06,1.0,0,0.0841445479856492,,,4.0
2022,MEN510,68055929,9.6054226837e-06,1.0,0,0.876273440039856,,,4.0
2022,IHP818,18898243,1.7982092235e-06,1.0,0,0.170249972003867,,,4.0
2022,UZX180,82042842,2.835596157e-07,1.0,0,0.160377911421874,,,4.0
2022,HSY339,72753830,0.230957402711179,5.0,1,0.153669351898585,,,4.0
2022,BEF165,8205621,1.1259739436e-06,1.0,0,0.797878471190526,,,4.0
2022,GNB182,40707273,2.489436047e-07,1.0,0,0.157490337986434,,,4.0
2022,BFY228,47221106,7.932164641e-07,1.0,0,0.232378936808164,,,4.0
2022,UNX344,62972362,1.768403476e-07,1.0,0,0.0548609521029859,,,4.0
2022,QVJ557,67318748,0.0488277560491686,5.0,1,0.720429606826829,1.0,11.0,6.0
2022,LSO713,44816367,3.7893492628e-06,1.0,0,0.759560398880201,,,4.0
2022,RUE956,97429589,,,0,,,,
2022,PJQ815,87049035,1.82541780915e-05,1.0,0,0.994798505336696,,,4.0
2022,INV072,67214529,1.773444646e-06,1.0,0,0.178111262802588,,,4.0
2022,SMF378,21691744,6.860256591e-07,1.0,0,0.806776746862167,,,4.0
2022,FJR483,23481501,7.8633821416e-06,1.0,0,0.221819745634057,,,4.0
2022,VQG619,31344684,2.7289801186e-06,1.0,0,0.30807843533954,,,4.0
2022,PXB786,84378043,2.1481739933e-06,1.0,0,0.0877474015499436,,,4.0
2022,NUL327,13162364,4.138295994e-07,1.0,0,0.326766177734814,,,4.0
2022,HPB137,54669329,3.47462357e-07,1.0,0,0.124706769925338,,,4.0
2022,ZJO378,24673060,0.370614057557927,5.0,1,0.160663395193678,,,4.0
2022,QBD520,68314408,2.53062961765e-05,1.0,0,0.812757372997499,,,4.0
2022,UXD842,16278600,9.147683198e-07,1.0,0,0.352335763081208,,,4.0
2022,GTV303,43862787,0.88292412972998,5.0,1,0.0666136545008595,1.0,6.0,6.0
2022,XWH726,32989686,0.999873545543732,5.0,1,0.904615785220838,353.0,3.0,6.0
2022,QMZ933,40275808,0.792621785743045,5.0,1,0.0327826146197464,1.0,8.0,6.0
2022,XYL310,3051949,3.978324916e-06,1.0,0,0.0675153393755929,,,4.0
2022,BGB412,9547976,8.977003623e-07,1.0,0,0.492198204514006,,,4.0
2022,QOK333,29255534,0.846418744715366,5.0,1,0.0969591908930722,79.0,8.0,6.0
2022,LMF022,82487947,3.325215229e-07,1.0,0,0.299344952738935,,,4.0
2022,OWV711,3829056,1.558189317e-07,1.0,0,0.0543301499039045,,,4.0
2022,NQY932,69523703,4.6312485009e-06,1.0,0,0.337198250760719,,,4.0
2022,QIF988,82385995,5.2216021781e-06,1.0,0,0.469506055873618,,,4.0
2022,IQD758,88447740,7.4397045911e-06,1.0,0,0.107541184519464,,,4.0
2022,EED819,20876471,,,0,,,,
2022,NRP229,46285479,7.1779395462e-06,1.0,0,0.538141239270419,,,4.0
2022,ZAV259,28954809,7.2415044e-07,1.0,0,1.0,,,4.0
2022,BEJ711,55806564,5.00741054e-07,1.0,0,0.244659687842226,,,4.0
2022,XUN720,47297506,2.2227650728e-06,1.0,0,0.0682857927541787,,,4.0
2022,YIB929,5180698,1.9546079989e-06,1.0,0,0.232165441339365,,,4.0
2022,OMH053,8801860,1.5145997547e-06,1.0,0,0.100050578497858,,,4.0
2022,EDD273,34666500,2.390969148e-07,1.0,0,0.713276303044927,,,4.0
2022,XDW939,78262182,3.758750697e-06,1.0,0,0.224791731992409,,,4.0
2022,WJU757,71393703,8.66122914e-07,1.0,0,,,,3.0
2022,MKR913,62138924,1.6435960894e-06,1.0,0,0.963358755350502,,,4.0
